2023-03-24 16:22:56,701 INFO [darlingfullscore]                 Book.java:485  | 4 sheets in /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:26,379 INFO [darlingfullscore#2]       BlackHeadSizer.java:252  | MusicFont{name:MusicalSymbols pointSize:84}
2023-03-24 16:23:26,408 INFO [darlingfullscore#2]       StepMonitoring.java:96   | LEDGERS
2023-03-24 16:23:26,548 INFO [darlingfullscore#2]       StepMonitoring.java:96   | HEADS
2023-03-24 16:23:36,194 INFO [darlingfullscore#2]        HeadSeedTally.java:208  | Scale information: HeadSeeds{NOTEHEAD_BLACK[L:1.6,R:1.5] NOTEHEAD_VOID[L:1.5,R:1.5]}
2023-03-24 16:23:36,194 INFO [darlingfullscore#2]       StepMonitoring.java:96   | STEMS
2023-03-24 16:23:36,481 INFO [darlingfullscore#2]       StepMonitoring.java:96   | REDUCTION
2023-03-24 16:23:36,536 INFO [darlingfullscore#2]        ReductionStep.java:118  | Stems free length median value: 71 pixels, 3.4 interlines
2023-03-24 16:23:36,537 INFO [darlingfullscore#2]       StepMonitoring.java:96   | CUE_BEAMS
2023-03-24 16:23:36,537 INFO [darlingfullscore#2]       StepMonitoring.java:96   | TEXTS
2023-03-24 16:23:37,533 INFO [darlingfullscore#2]         TesseractOCR.java:208  | OCR. too low confident TextWord{ "i" bounds[1394,2701,1,3] conf:0.04 base[1394,2704]-[1395,2704] FontInfo{Times_New_Roman S-51}}
2023-03-24 16:23:37,559 INFO [darlingfullscore#2]       StepMonitoring.java:96   | MEASURES
2023-03-24 16:23:37,560 INFO [darlingfullscore#2]                 Page.java:279  | 40 raw measures: [8 in system#1, 8 in system#2, 8 in system#3, 8 in system#4, 8 in system#5]
2023-03-24 16:23:37,561 INFO [darlingfullscore#2]       StepMonitoring.java:96   | CHORDS
2023-03-24 16:23:37,570 INFO [darlingfullscore#2]       StepMonitoring.java:96   | CURVES
2023-03-24 16:23:38,204 INFO [darlingfullscore#2]         SlursBuilder.java:160  | Slurs: 5
2023-03-24 16:23:38,220 INFO [darlingfullscore#2]      SegmentsBuilder.java:114  | Segments: 47
2023-03-24 16:23:38,228 INFO [darlingfullscore#2]       StepMonitoring.java:96   | SYMBOLS
2023-03-24 16:23:38,568 INFO [darlingfullscore#2]       StepMonitoring.java:96   | LINKS
2023-03-24 16:23:38,569 INFO [darlingfullscore#2]        SymbolsLinker.java:161  | No chord near direction SentenceInter{#3965(0.900) stf:1 S-21 Direction} _____________________________________________________________________________________________________________________
2023-03-24 16:23:38,603 INFO [darlingfullscore#2]       StepMonitoring.java:96   | RHYTHMS
2023-03-24 16:23:38,603 INFO [darlingfullscore#2]           PageRhythm.java:250  | {Page#2.1} Using last timeRational of previous page: 3/4
2023-03-24 16:23:38,625 INFO [darlingfullscore#2]       StepMonitoring.java:96   | PAGE
2023-03-24 16:23:38,627 INFO [darlingfullscore#2]                 Book.java:2076 | Book{darlingfullscore} storing
2023-03-24 16:23:38,675 INFO [darlingfullscore#2]                 Book.java:2056 | Stored /book.xml
2023-03-24 16:23:38,780 INFO [darlingfullscore#2]           DataHolder.java:297  | Stored /sheet#2/BINARY.png
2023-03-24 16:23:39,568 INFO [darlingfullscore#2]                Sheet.java:1225 | Stored /sheet#2/sheet#2.xml
2023-03-24 16:23:39,568 INFO [darlingfullscore#2]                 Book.java:2002 | Book stored as transcribed_s2m/darlingfullscore/darlingfullscore.omr
2023-03-24 16:23:39,572 INFO [darlingfullscore#2]            SheetStub.java:1197 | Disposed sheet#2
